searchTerms,synonyms,type,uniqueId
"240 liter","240L;240 L",one-way,710_1611580148234
Aftelkalender,Adventskalender,one-way,711_1611580148234
,"schatkist;schatkistjes;schatkistje;schat kistjes",multi-way,"71219a11c82b4511a57c17d002ea3d6b"
,"sweet chilli sauce;zoete chillisaus;chillisaus;chillisauce;loempiasaus;loempia saus;loumpia sauce;loempia sauce",multi-way,712_1611580148234
,carne;vlees;meat,multi-way,713_1611580148234
,blondie;blondies,multi-way,714_1611580148234
vivera,"veggie chef;lekker veggie",one-way,715_1611580148234
,spruiten;spruitjes,multi-way,716_1611580148234
"gemengde noten",notenmix,one-way,717_1611580148234
nakd,justnuts,one-way,718_1611580148234
Cashewpasta,"Pasta van Geroosterde Pinda Cashew-en Pecannoot",one-way,719_1611580148234
bagel,bagels,one-way,71_1611580148234
plaatpizza,pizzadeeg,one-way,720_1611580148234
,"aardbeienyoghurt;yoghurt aardbei;aardbei yoghurt;yoghurt griekse stijl aardbei;roomyoghurt aardbei;skyr aardbei;dairy free aardbei",multi-way,"720f10273948425c9ec197ecf1b4302a"
,"tijgernootjes;tijgernoten",multi-way,721_1611580148234
rookspek,"gerookt ontbijtspek",one-way,722_1611580148234
,"blarenpleister;blaren pleisters;blaarpleister",multi-way,723_1611580148234
9781446249185,8713300801575,one-way,724_1611580148234
kipfilethaasjes,"kip filethaasjes",one-way,725_1611580148234
kipstokjes,kipspiesjes,one-way,726_1611580148234
,tissue;tissues,multi-way,"72738995b24342f39cf4cc7901cfc2eb"
herfstvla,"seizoensvla;tijdelijke topper",one-way,727_1611580148234
zomervla,"seizoensvla zomer",one-way,728_1611580148234
kinderreepje,fruitreepje;granenreepje,one-way,72_1611580148234
baklever,leverworst,one-way,730_1611580148234
,"jumbo uienblokjes;jumbo uienringen;gesneden uien;gesneden uitjes;gesneden ui;uienringen;uien ringen;uien gesneden",multi-way,731_1611580148234
citroenvla,"citroensmaak vla",one-way,732_1611580148234
wolwasmiddel,"wol & fijn;woolite;jumbo wol;fleuril wol",one-way,733_1611580148234
,"naan;naans;naanbrood;naanbroodjes;naanbroodje;naan brood;naan broodjes;platbrood;turks brood;flatbread;flat bread;plat brood;libanees brood",multi-way,735_1611580148234
,"taart mix;taartmix;taartmixen;taart mixen",multi-way,"735a42f52fd3459c9b80cee692a5c0c0"
"nassi blokken","nasi blokjes",one-way,736_1611580148234
bleuband,"blue band",one-way,737_1611580148234
snijvlees,vleeswaren,one-way,738_1611580148234
beschuitbol,beschuitbollen,one-way,739_1611580148234
bakbrood,bakbroodjes,one-way,73_1611580148234
runderrollade,"runder rollade",one-way,741_1611580148234
soepstengels,grissini,one-way,742_1611580148234
,"rakketjes;raketjes;raket;space shuttles;raketijs;raketje;Raketijsjes",multi-way,743_1611580148234
"gesneden prei","prei fijngesneden;jumbo prei gewassen;jumbo prei 400g",one-way,744_1611580148234
kaiserbrood,kaiserbroodjes,one-way,745_1611580148234
kipkrokant,"kip gehaktschnitzel;kip krokant",one-way,746_1611580148234
ardennerworst,"ardenner boterhamworst",one-way,747_1611580148234
runderpoulet,"rund poulet;poulet",one-way,748_1611580148234
doner,shoarma,one-way,749_1611580148234
"blokjes kaas",kaasblokjes,one-way,74_1611580148234
soepstengel,grissini,one-way,750_1611580148234
,"eierkoeken;eierwafel;eierwafels;Eierkoekjes;eierenkoe;Eierenwafels",multi-way,751_1611580148234
,"stroganoffsaus;stroganoff saus;stroganof;stroganoff",multi-way,752_1611580148234
zeebanket,"seashells;belgische zeevruchten",one-way,753_1611580148234
ravigottesaus,"ravigotte saus",one-way,754_1611580148234
paddenstoelenpakket,"paddenstoelen;paddenstoelen ragout;ragout",one-way,755_1611580148234
chocomelk,"chocolade melk",one-way,756_1611580148234
bierworst,bierbommetjes,one-way,757_1611580148234
,"lijmstift;spritstift;Pritstift;pritt;lijmstiften;plakstift;plakstiften;plak stift",multi-way,758_1611580148234
,maizena;allesbinder,multi-way,759_1611580148234
8712000037765,8712000037758,one-way,75_1611580148234
,"triangel;triangels;triangles",multi-way,"75c41501f8d143bfaaba227f6d544b04"
versiering,"decoratie;slingers;bakdecoratie",one-way,"75e706c9aab44b8c8954ed2f4ded4522"
winterthee,"winter glow spices;winterdroom",one-way,760_1611580148234
"gedroogde pruimen","gewelde pruimen",one-way,761_1611580148234
trekdrop,drop,one-way,762_1611580148234
,edame;edamme;edamame,multi-way,"7634237d95d64c08bcc7056d78381602"
,tape;plakband,multi-way,763_1611580148234
,"roerbakmie;roerbak mie;roerbak eiermie",multi-way,764_1611580148234
tandenpasta,tandpasta,one-way,765_1611580148234
kindersnoep,snoep;snoeppot,one-way,"765b47f36b434f46a0cdab85a2ee12f7"
banana,bananen,one-way,766_1611580148234
,carpatio;carpaccio,multi-way,767_1611580148234
8711715881014,8718452179329,one-way,768_1611580148234
,"cacaopoeder;cacao poeder;cacao",multi-way,769_1611580148234
,"swinkels;schwinkels;swinckels;Swinkkels;swinkelsbier;swinckels'",multi-way,76_1611580148234
,"vlooiendruppels;vlooi;vlooien;vlooienspray;vlooienbestrijding",multi-way,770_1611580148234
8718449077348,8718452241606,one-way,771_1611580148234
pepernotendrink,"pepernoten drink",one-way,772_1611580148234
,"kinderthee;kinder thee;woezel en pip thee",multi-way,773_1611580148234
remouladesaus,remoulade,one-way,774_1611580148234
,microwave;magnetron,multi-way,775_1611580148234
gyroskruiden,"mix voor gyros;mix voor shoarma",one-way,776_1611580148234
"kinder drank","sisi no bubbles;wicky;fristi;pakjes sap;flesjes sap",one-way,777_1611580148234
"alpro vla","alpro dessert",one-way,778_1611580148234
8711715873521,8711715873538,one-way,779_1611580148234
yoghi,zuiveldrank,one-way,77_1611580148234
,"proteïne;proteine;protein;eiwitten;eiwitrijk",multi-way,"77fcdc56feb94c8e8ab0b6121c433816"
bamipakket,"bami & nasi groente;bami pakket",one-way,780_1611580148234
8712409301429,8712409301474,one-way,781_1611580148234
,"cinnamon rolls;kaneelrol;kaneelrolletjes;kaneelrollen;cinnamon swirl;cinnamon swirls;kaneelbrood;kaneel brood;kaneelbroodje;kaneel broodje",multi-way,"781b925c848a43c8b03f528be06bd220"
,"sanpellegrino;S.PELLEGRINO;pellegrino",multi-way,782_1611580148234
vaderdag,vaderdag1,one-way,783_1611580148234
"3 kilo","3kg;3 kg",one-way,784_1611580148234
bakspullen,"springvorm;bakkwast;cakevorm;patisse",one-way,785_1611580148234
olijf,olijven,one-way,786_1611580148234
beef,biefstuk;runderreepjes,one-way,787_1611580148234
,"oven frites;ovenfrites;oven friet;ovenfriet;ovenfrietje;ovenfrietjes;ovenpatat;overfriet;overfrietjes;overpatat",multi-way,788_1611580148234
spaghettisaus,"pasta saus;pastasaus",one-way,789_1611580148234
"baby reepje",fruitreepje;granenreepje,one-way,78_1611580148234
,"toiletblokken;toiletblokjes;wcblokjes;wcblokken;wcfris;wc fris;wc frisch;toilet fris;toilet blokjes;toilet blokken;toiletblok;wc blok",multi-way,790_1611580148234
kwarkbroodjesmix,"kwark broodjes mix",one-way,791_1611580148234
8718449022836,8718452211241,one-way,792_1611580148234
,likeur;liqueur,multi-way,793_1611580148234
"kinder thee","thee infusie zakjes",one-way,794_1611580148234
"mousserende wijn","mousserend;bubbels;champagne",one-way,795_1611580148234
"m&m","m&m's;Choco Pinda;Choco Crispies;Choco Classic;m%26m%27s;m%26m;M+M",one-way,796_1611580148234
,"kringelfriet;krulfriet;twister fries",multi-way,797_1611580148234
,"bruine bonen soep;bruinebonen soep;bruine bonensoep;bruinebonensoep",multi-way,798_1611580148234
chocopoeder,cacao,one-way,799_1611580148234
rosti,rösti;aardappelrösti,one-way,79_1611580148234
"veggie chef","jumbo vegetarische oven",one-way,"79c3d2ef48ab4c9497d1d3f4e07df456"
8712000037734,8712000037703,one-way,7_1611580148234
,"kroepkoek;kroepoek;krupuk",multi-way,"7a5a9f9e762a4af39dbf54c87db01654"
vogel,vogelvoer;schelpenzand,one-way,"7a9e04704f1f42039d993bd03024b245"
,"wereldgerecht;wereldgerechten",multi-way,"7af8566547494aca8443cde07b3fa8da"
,kippenvlees;kip,multi-way,"7d9c81ca221a44c590a5f834c1af33f6"
borstel,"haar borstel;haarborstel;fohnborstel",one-way,"7de161f62673420e8c79e1ace1056871"
,"luierzakjes;luier zakjes",multi-way,"7ed296dd96c54e86b4f1f2134ea9a76f"
,"zacht en luchtig framboos;vlaflip framboos;framboosvla;frambozenvla;framboos vla",multi-way,"7efca79f9d9d495e920610a875a00015"
,"kleurwasmiddel;wasmiddel kleur",multi-way,"7f539c52a5914ad3a3490ec0f32fe7b7"
casave,cassave,one-way,"7fa3fd47395f4c4e80c5eb33abcd7388"
8718449095090,8718452243198,one-way,800_1611580148234
8710549503703,8718403885781,one-way,801_1611580148234
kipvingers,"kip sticks;kipkorn mini",one-way,802_1611580148234
,"goudreinetten;goudrenetten;goudrenet;goudreinet;jonagold",multi-way,803_1611580148234
pindas,"pinda;pinda's",one-way,804_1611580148234
,"ribbelfriet;kreukelfriet;ribbelfrites;kreukelfrieten;kreukel frieten;ribbel friet;ribbel frietjes",multi-way,805_1611580148234
8718452057252,8718452235773,one-way,806_1611580148234
8718452095339,8718452251971,one-way,807_1611580148234
,"Aviko Ras Original 600g;raspatat;Raspatat;rasfriet",multi-way,808_1611580148234
chickenwings,"kippenvleugels;chickenwings;chicken wings;kippen vleugels;kippenvleugeltjes;kippen vleugeltjes;kipvleugels;kipkluifjes",one-way,809_1611580148234
truffelnoten,"truffel noten",one-way,80_1611580148234
M,maltesers;milka,one-way,"80fc1cb5b24d454ab5ce9113fdb671b6"
87331875,87338003,one-way,811_1611580148234
8718452147854,8718452273225,one-way,812_1611580148234
"ceasar salade","caesar groene salade;caesar maaltijd salade",one-way,813_1611580148234
,"kinderchampagne;kinder champagne",multi-way,814_1611580148234
,"minifriet;Minifriets;mini frites",multi-way,815_1611580148234
oestersaus,"oester saus",one-way,816_1611580148234
8718449075412,8718452241590,one-way,817_1611580148234
8718452095346,8718452270620,one-way,818_1611580148234
kerstchocola,"kerst chocola",one-way,819_1611580148234
sushi,saitaku,one-way,81_1611580148234
,"waspods;was pods;wasmiddel capsules;wascaps;wascapsules;was capsules;was caps",multi-way,"81e1dedc268b4e75be9aba7697a44351"
chilibonen,"chili bonen",one-way,820_1611580148234
8718449027985,8718452247646,one-way,821_1611580148234
8710653006619,8718452193752,one-way,822_1611580148234
kerstsnoep,"kerst snoep",one-way,823_1611580148234
"bbq spies","kipshaslick;biefstukspies;kipdijfiletspies;kebabspies;visspies;spekfakkel;gambaspies;Varkensshaslick;Gehaktballetjesspiesjes;Satespies;Varkenssaté 270g;vegetarische spiesjes",one-way,824_1611580148234
,"kruidenmix voor burritos;burrito seasoning;burrito mix;burritomix;burritokruiden;burrito kruiden",multi-way,825_1611580148234
,"spa fruit;spa en fruit;spa duo",multi-way,826_1611580148234
,"vleeskruiden;vlees kruiden;mals en kruidig",multi-way,"82780397524248f3858fd47902a66c12"
8718449069473,8718452260324,one-way,827_1611580148234
,"kaasje;borrelkaas;kaas voor de borrel;kaasplankje;kaasjes;kaasplank",multi-way,828_1611580148234
"spaanse peper","rode peper",one-way,829_1611580148234
8718452202867,8718452280322,one-way,830_1611580148234
,"haverroom;haver room;haver cuisine",multi-way,"831d46af3eed4685805d797b5bd92c20"
,"Spijked&;Spijked",multi-way,"83212169233449a6954d33dff88dfc9c"
lassi,lassie,one-way,832_1611580148234
custardpoeder,"oetker custard",one-way,833_1611580148234
,"Despicable Me;Despicable Me3;Despicable Me2;minions",multi-way,834_1611580148234
thaise,oosterse,one-way,835_1611580148234
kerststaaf,"kerst staaf",one-way,836_1611580148234
lemoncurd,"lemon curd",one-way,837_1611580148234
"chocolademelk poeder",cacao,one-way,838_1611580148234
,"maisfingers;maisvingers;mais fingers;mais vingers",multi-way,"838c7c8f080e44e3a9f551ccf19a2ce2"
duracell,batterijen,one-way,839_1611580148234
87297140,8711527000528,one-way,83_1611580148234
zonnebloem,"zonnebloem olie;zonnebloempitten;zonnebloemolie",one-way,840_1611580148234
,"pomegranate;granaatappel;granaat appel",multi-way,841_1611580148234
moorkop,"bossche bollen",one-way,842_1611580148234
"slagroom sneeuwsoesjes","Gebak en Banket Sneeuwsoesjes",one-way,844_1611580148234
bavariabier,bavaria,one-way,845_1611580148234
discodip,"disco dip",one-way,846_1611580148234
huishoudazijn,schoonmaakazijn,one-way,847_1611580148234
8712409301528,8712409301573,one-way,848_1611580148234
reem,"Bacardí Añejo Cuatro",one-way,849_1611580148234
babyreep,fruitreepje;granenreepje,one-way,84_1611580148234
"5 liter","5L;5 L",one-way,850_1611580148234
berenklauw,berehap,one-way,851_1611580148234
,"Zuiveringszout;kristal soda;zilver soda;silversoda;silver soda;zuiverings soda",multi-way,"8529b4cd491448ce820746b03bb76060"
kerstkleed,tafelkleed,one-way,852_1611580148234
"broodje pulled pork","pulled pork",one-way,853_1611580148234
"peper cervelaat",pepercervelaat,one-way,854_1611580148234
herfstthee,"autumn storm;kruiden weer & wind",one-way,855_1611580148234
"Diepvries maaltijden","Iglo Ping & klaar;Iglo roerbaksensatie",one-way,"85653b5aeebf40eb9c5f03bee95600fc"
cellofaan,vershoudfolie,one-way,856_1611580148234
edelgist,edelgistvlokken,one-way,857_1611580148234
gourmetten,"gourmetschotel;mini grillburger;mini slavinken;mini zigeuner gehaktschnitzel;mini biefstuk;kip filet a la minute;chèf gourmet",one-way,858_1611580148234
,tahin;tahini,multi-way,"8594b2d12eec486b90b42296e8979ad8"
kerstservetten,"kerst servetten",one-way,859_1611580148234
"gedroogde oregano","strooier oregano;oregano vriesdroog;verstegen oregano;Smaakt Biologisch Oregano",one-way,860_1611580148234
champig,champignons,one-way,861_1611580148234
gourmet,"gourmetschotel;mini grillburger;mini slavinken;mini zigeuner gehaktschnitzel;mini biefstuk kruidenboter;kip filet a la minute;chèf gourmet",one-way,862_1611580148234
kerstgebak,"kerst gebak",one-way,863_1611580148234
,"sour cream;zure room",multi-way,864_1611580148234
lamskotelet,"lams koteletten;lams kotelet",one-way,865_1611580148234
vouwkrat,boodschappenkrat,one-way,866_1611580148234
haar,"haarstyling;haarspray;gel;wax;haarmouse;elastieken;haar accesoires;droogshampoo;borstels;kam;borstel;shampoo;conditioner;klemmetjes;haarschuifjes;kappersschaar",one-way,"866f11d60ab14a1a9d027ebd101512b7"
8718452126408,8718452259366,one-way,867_1611580148234
,"winterhagel;kersthagel;kersthagelslag;kerst hagelslag",multi-way,868_1611580148234
kerstkransen,kerstkransjes,one-way,869_1611580148234
432,8718449090330,one-way,86_1611580148234
,"tomatensalsa;tomatensaus;tomaten saus;tomaten salsa;tomaten gezeefd;pastasaus",multi-way,"86c3c6efd33d480ebffc33a6a7071e60"
snicker,snickers,one-way,870_1611580148234
frikadel,frikandel;frikandellen,one-way,871_1611580148234
,"triple;tripel;tripple;trippel",multi-way,"871fa689bba84f17bfccefc6791d1d0b"
"pindakaas stukjes noot","pindakaas met stukjes;pindakaas stukjes;stukjes pinda pindakaas",one-way,872_1611580148234
,"haribo bananas;bananenschuimpjes;banaantjes;snoepbananen;snoepbanaantjes;schuimpjes banaan",multi-way,873_1611580148234
87341676,80870234,one-way,874_1611580148234
"gourmet groente","Gourmetschotel groente",one-way,875_1611580148234
chocola,chocolade,one-way,876_1611580148234
frikadellen,frikandel;frikandellen,one-way,877_1611580148234
"chocolade poeder",cacao,one-way,878_1611580148234
pompoen,pompoenstukjes,one-way,879_1611580148234
"stengels bleekselderij",bleekselderij,one-way,87_1611580148234
kauwgomballen,"fun kauwgom",one-way,880_1611580148234
8714555086694,8718452258307,one-way,881_1611580148234
kerstijs,"kerst ijs",one-way,882_1611580148234
,"sojadrink;soyadrink;sojadrank;soyadrank;soya drink;soja drink;soja drank;soya drank",multi-way,883_1611580148234
,drogist;drogisterij,multi-way,"88491ffe987d472f9b9aaa85a01724df"
bronwater,"plat water;bruisend water",one-way,884_1611580148234
,kalf;kalfsvlees;kalfs,multi-way,885_1611580148234
"gemalen kaas","geraspte kaas",one-way,886_1611580148234
partybrood,"breekbrood;brunch broodjes;mini broodjes;mini busbroodjes",one-way,887_1611580148234
8718452095575,8718452251940,one-way,888_1611580148234
bimi,brocolli,one-way,889_1611580148234
"kinder reepje",fruitreepje;granenreepje,one-way,88_1611580148234
knacks,knaks,one-way,"88d7b796c60c4bc3b08cf41f01518e0f"
bakken,"taartmix;cakemix;cupcake mix;koekjes mix",one-way,890_1611580148234
gasaansteker,"multifunctionele aansteker",one-way,891_1611580148234
"fles water","plat water;bruisend water",one-way,892_1611580148234
Cranberrysap,"cranberry sap",one-way,893_1611580148234
"biologische roomboter","bio+ roomboter",one-way,894_1611580148234
strongbow,cider,one-way,895_1611580148234
8718452184200,8718452263394,one-way,896_1611580148234
bubbels,cava;prosecco;champagne,one-way,898_1611580148234
,"zoute popcorn;popcorn zout;salty popcorn;popcorn salty;popcorn salt;salt popcorn",multi-way,899_1611580148234
,"vegetarisch gehakt;vega gehakt;kruimgehakt;lekker veggie balletjes;Plantaardige Groente Balletjes;100% Plantaardige Balletjes;Vegetarische Gehaktbal;vegagehakt",multi-way,89_1611580148234
,"traktatie;trakteren;uitdeelzak;uitdelen;uitdeelzakken;snoep cadeau;traktaties",multi-way,"89a580041bf84f94bb8130ee54ca30a3"
,"griekse yoghurt;griekse kwark;griekse stijl;yoghurt grieks",multi-way,"89be207a8221468aa6949ee86254faa2"
02life,"02 life",one-way,8_1611580148234
,"rundvleeskruiden;runvlees kruiden;mix voor rundvlees;kruidenmix voor rundvlees;runvleeskruidenmix;runvleesmix;rundvleesmix;rundvlees kruidenmix",multi-way,"8ab88ac3b3b9442fa88362cad0a16166"
,"veldertjes;velderwtjes;velderwten;veld-erwten;veld erwten;veld erwtjes",multi-way,"8ad5430baacf4dbc836eabd2f441c9c1"
"van dobben airfryer","van dobben oven",one-way,"8ae3c99e6d1d441e868d58c7a6822de8"
rettich,radijs,one-way,"8c07ff2dc5c24ff5af2e064a5aeeecf1"
,"kleurdoekjes;kleurvangers;kleur vangers;kleurbeschermers",multi-way,"8ce960da3dca4ca2ae1409999b24adac"
Despo,Desperados,one-way,"8db118bde81d4866839d1c1cd1d61244"
,"zoete punt paprika;puntpaprika;punt paprika;rode puntpaprika",multi-way,"8df8f627cc844d42812e9825a4a2409c"
Maaltijden,"Iglo Ping & Klaar;Iglo roerbak sensatie",one-way,"8ef17c4154f74f5096b9c1f21d99b586"
vanilleijs,"vanille ijs;vanille schepijs;ijsboerke soja vanille;soja ijs vanille;australian vanilla;cobana vanille;vanille meesterwerkje",one-way,900_1611580148234
Viskuit,imitatiekaviaar,one-way,901_1611580148234
,"hutspot;hutspotgroente;pompoenhutspot;wortelstamp;peen en uien",multi-way,902_1611580148234
,"advent;adventskalender;advent kalender;advent calender;kalender",multi-way,903_1611580148234
wildfond,"wild fond",one-way,904_1611580148234
paprikamix,"paprika mix",one-way,905_1611580148234
,"zoete popcorn;zoet popcorn;popcorn zoet;popcorn zoete;sweet popcorn;popcorn sweet;popcorn karamel",multi-way,906_1611580148234
,"airfryersnacks;snacks voor airfryer;airfryer snacks",multi-way,907_1611580148234
